var_names,X0,X1
1386,151,211
1387,153,207
1388,155,211
1389,156,207
1390,158,211
1391,160,207
1392,162,211
1393,163,207
1394,165,211
1395,167,207
1396,169,211
1397,170,207
1398,172,211
1399,174,207
1400,176,211
1401,177,207
1402,179,211
1403,181,207
1404,183,211
1405,184,207
1406,188,207
1407,198,207
1408,132,214
1409,135,214
1410,137,218
1411,139,214
1412,141,218
1413,142,214
1414,146,214
1415,149,214
1416,153,214
1417,155,218
1418,156,214
1419,158,218
1420,160,214
1421,162,218
1422,163,214
1423,167,214
1424,169,218
1425,172,218
1426,190,218
1427,191,214
1428,155,225
1429,156,221
1430,160,221
1431,165,225
1432,177,221
1433,181,221
1434,184,221
1435,155,232
1436,167,235
1437,153,242
